"About the data: Exported on May 03, 2025. Criteria: '(""Real Estate"" OR ""Smart Real Estate"" OR ""PropTech"" OR ""Digital Real Estate"")  AND (""Resilience"" OR ""Resilient"" OR ""Risk Management"" OR ""Crisis Response"" OR ""Disaster Preparedness"" OR ""Climate Adaptation"") AND (""Digital Transformation"" OR ""Emerging Technologies"" OR ""Artificial Intelligence"" OR ""AI"" OR ""Automation"" OR ""IoT"" OR ""Blockchain"" OR ""Big Data"" OR ""Cyber-Physical Systems"")' in title and abstract; Publication Year is 2025 or 2024 or 2023 or 2022 or 2021 or 2020 or 2019 or 2018 or 2017 or 2016.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2025 Digital Science & Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
1340,pub.1170876328,10.1109/ispcem60569.2023.00010,,,Revolutionizing Investment Strategies: Optimizing Portfolios Through Large-Scale Language Models and Innovative Leasing Structures,"The advent of ChatGPT technology in 2023, developed by OpenAI, has captivated global attention, highlighting its financial management and innovative leasing arrangement with Microsoft. This study delves into this leasing model, employing large-scale language models to forge advanced portfolio optimization algorithms centered around the artificial intelligence industry. The paper addresses the shift in financial practices, transitioning from traditional equity and debt purchases to more flexible and potentially lucrative arrangements, symbolizing a movement towards a more collaborative and forward-thinking investment paradigm. In this context, leasing, although a well-established concept in realms such as real estate and automotive, finds an unprecedented application in the technology sector, particularly in artificial intelligence. This innovative structure allows OpenAI to maintain operational autonomy while gaining financial and strategic support from tech giants like Microsoft, positioning OpenAI as a tenant, with the lease duration contingent on its profitability. This incentivizes OpenAI to maximize its profitability and prolong Microsoft's support, offering a risk-mitigated opportunity for Microsoft to benefit from advancements in AI without the liabilities of full ownership. This paper aims to create a novel customer experience and enhance risk management for investors by integrating Natural Language Processing (NLP) techniques with traditional portfolio optimization methods. Portfolio optimization is a crucial aspect of investment strategy, involving the selection of an optimal asset mix to maximize returns and minimize risk. This research anticipates training large-scale language models on financial texts to analyze vast amounts of unstructured data from diverse sources, identifying trends, sentiments, and signals potentially overlooked by conventional methods. Integrating these algorithms into innovative quantitative investment strategies, the study seeks to provide tailored investment advice and services based on individual investor needs and preferences, leveraging AI to analyze historical data, offer independent investment recommendations, identify patterns and trends quantitatively, and implement proactive risk management strategies.",,,,"2023 3rd International Signal Processing, Communications and Engineering Management Conference (ISPCEM)",,,2023-11-27,2023,,2023-11-27,00,,21-25,Closed,Proceeding,"Zhang, Zheng","Zhang, Zheng (Central University of Finance and Economics, Beijing, China)","Zhang, Zheng (Central University of Finance and Economics)","Zhang, Zheng (Central University of Finance and Economics)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1170876328,"35 Commerce, Management, Tourism and Services; 3502 Banking, Finance and Investment",
1329,pub.1168672028,10.1080/00051144.2024.2307228,,,Smarter and resilient smart contracts applications for smart cities environment using blockchain technology,"Our daily activities revolve around various technologies, the smart city technologies and the services they offer have all influenced modern living conditions. The purpose of a smart city is to enhance people's quality of life and provide possibilities to address social and environmental issues. As a developing technology, blockchain is beneficial for enhancing smart city services including food tracking, supply-demand matching, the security of connected cars, and regulatory compliance. We propose a new framework for describing how blockchain technology is used in smart contracts to improve security, dependability, and many other positive outcomes in a smart city environment. We propose smarter and resilient smart contracts using blockchain technology to manage real estate information. We propose a framework with tamperproof functionality to store the data and retrieve the data. Smart contract mathematical computations like overhead rate, execution time, mean computational cost, standard deviation, throughput, and resource utilization are evaluated and the results are compared. This paper focuses on real-world rental file management scenarios to demonstrate the benefits of blockchain technology and how it is used to address the issues that currently exist in developing smart contracts and services while exchanging real land and other properties in a smart city environment.",,,Automatika,,,,2024-02-07,2024,2024-02-07,2024-04-02,65,2,572-583,All OA; Gold,Article,"Margret, M. Kavitha; Julie, E. Golden","Margret, M. Kavitha (Department of Computer Science and Engineering, Sri Krishna College of Technology, Coimbatore, Tamil Nadu, India); Julie, E. Golden (Department of Computer Science and Engineering, Anna University Regional Campus, Tirunelveli, India)","Margret, M. Kavitha (Department of Computer Science and Engineering, Sri Krishna College of Technology, Coimbatore, Tamil Nadu, India)","Margret, M. Kavitha (Department of Computer Science and Engineering, Sri Krishna College of Technology, Coimbatore, Tamil Nadu, India); Julie, E. Golden (Anna University, Chennai)",5,5,,,https://www.tandfonline.com/doi/pdf/10.1080/00051144.2024.2307228?needAccess=true,https://app.dimensions.ai/details/publication/pub.1168672028,46 Information and Computing Sciences; 4604 Cybersecurity and Privacy,11 Sustainable Cities and Communities
1319,pub.1173510572,10.1515/9783110757941-004,,,Chapter 4 The Problem with NFTs,"This chapter critically examines the phenomenon of non-fungible tokens (NFTs), discussing their rise in the digital era and the issues surrounding them. NFTs, unique digital assets verified using blockchain technology, have gained prominence in art, music, gaming, and real estate. While providing new avenues for verifying authenticity and ownership, NFTs have also been associated with scams, environmental concerns, and speculative bubbles. The chapter explores various NFT scams, their impact on the market, and the persistence of wealth disparity in NFT holdings. It also discusses the profitability trends of NFTs, including the resilience of certain projects despite market downturns. The chapter highlights the significant growth of the NFT market, its correlation with cryptocurrency markets, and the performance of different platforms in NFT transactions. Additionally, it presents a micro-trend analysis revealing inequalities in market distribution and the challenges of liquidity in the NFT space. The chapter concludes by reflecting on the broader implications of NFTs in the digital economy, their role in market dynamics, and the need for caution and critical engagement with this emerging technology.",,,,Themes in Alternative Investments,"Shaen Corbet, Charles Larkin",,2024-07-03,2024,2024-07-03,2024-07-08,,,27-44,Closed,Chapter,"Conlon, Thomas; Corbet, Shaen","Conlon, Thomas (); Corbet, Shaen ()",,"Conlon, Thomas (); Corbet, Shaen ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1173510572,36 Creative Arts and Writing; 3605 Screen and Digital Media,
1308,pub.1186577390,10.12737/2305-7807-2025-14-1-33-38,,,STUDY OF PERSONNEL RISKS OF THE ORGANIZATION IN THE FIELD OF MANAGERIAL CONSULTING,"The article discusses the main trends in the diversification of consulting services, including the development of strategy, the achievement of high financial indicators, corporate restructuring, mergers and acquisitions, real estate, information technology, digital transformation, oil industry and gas, risk management and others. This diversification reflects the growing interest of consumers in specialized consulting services adapted to their various needs. Moreover, in connection with the specifics of the activities of consulting companies, special attention is paid to the article by the study of the functioning of the risk management system of organizations. The standard structure of the risk management department of the consulting organization is proposed and the main role functions of the employees of this department are shown. The principles of risk management are also considered and their analysis was carried out taking into account the specifics of modern consulting companies.",,,Management of the personnel and intellectual resources in Russia,,,,2025-04-13,2025,,2025-04-13,14,1,33-38,Closed,Article,"Lifanovskaya, O.; Grishin, V.; Gureev, P.","Lifanovskaya, O. (State University of Management); Grishin, V. (State University of Management; Federal State University of Education); Gureev, P. (State University of Management)",,"Lifanovskaya, O. (State University of Management); Grishin, V. (State University of Management; University of Education); Gureev, P. (State University of Management)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1186577390,"35 Commerce, Management, Tourism and Services; 3507 Strategy, Management and Organisational Behaviour",
1288,pub.1168926002,10.1109/sgre59715.2024.10428798,,,A Review on the Applications of Blockchain-Based Smart Contracts in the Smart Grid,"Investigations in industrial and computational research emphasize the progress of blockchain-enabled smart contracts due to their resilient features, which include decen-tralised transaction storage, autonomous contract regulation enforcement, and distributed trust creation. Blockchain-powered smart contracts can transform operational frameworks in various sectors aiming for superior service delivery. The advantages this technology brings involve a multitude of applications that span industries as cryptocurrencies, logistics systems, agricultural practices, real estate operations, and energy trading among others. Notably though one crucial emerging application is within smart grids (SG). The decentralization aspect of blockchain is one of the most significant leaps in computing for smart grids. The application of blockchain aligns with the vision of having a decentralized electric grid by distributing renewable energy sources. Therefore, numerous efforts are being conducted to examine the prospects for the relevance of smart contracts and blockchain to the smart grid system. To this end, this paper aims to review the essential elements of blockchain-based smart contracts to emphasize their current capabilities for enhancing the transition to a decentralized smart grid with proposals on future research directions.",This publication was made possible by NPRP grant [13S0116-200085] from the Qatar National Research Fund (a member of Qatar Foundation) and supported by the Texas A&amp;M University at Qatar (TAMUQ) Ph.D. Fellowship program. The statements made herein are solely the responsibility of the authors.,This publication was made possible by NPRP grant [13S0116-200085] from the Qatar National Research Fund (a member of Qatar Foundation) and supported by the Texas A&M University at Qatar (TAMUQ) Ph.D. Fellowship program. The statements made herein are solely the responsibility of the authors.,,2024 4th International Conference on Smart Grid and Renewable Energy (SGRE),,,2024-01-10,2024,,2024-01-10,00,,1-6,Closed,Proceeding,"Saleh, Mohammad AlShaikh; Khatri, Sunil P.; Ghrayeb, Ali; Refaat, Shady S.","Saleh, Mohammad AlShaikh (Department of Electrical and Computer Engineering, Texas A&M University, College Station, USA); Khatri, Sunil P. (Department of Electrical and Computer Engineering, Texas A&M University, College Station, USA); Ghrayeb, Ali (Department of Electrical and Computer Engineering, Texas A&M University at Qatar, Doha, Qatar); Refaat, Shady S. (School of Physics, Engineering, and Computer Science, University of Hertfordshire, United Kingdom)","Saleh, Mohammad AlShaikh (Texas A&M University)","Saleh, Mohammad AlShaikh (Texas A&M University); Khatri, Sunil P. (Texas A&M University); Ghrayeb, Ali (Texas A&M University at Qatar); Refaat, Shady S. (University of Hertfordshire)",3,3,,,,https://app.dimensions.ai/details/publication/pub.1168926002,46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,13 Climate Action; 7 Affordable and Clean Energy
1261,pub.1184409843,10.3390/buildings15020216,,,A Case Study on Multi-Real-Option-Integrated STO-PF Models for Strengthening Capital Structures in Real Estate Development,"This study examines the integration of multi-real-option valuation and security token offering (STO) as an innovative approach to real estate project financing. The case study of Aspen Resort Development serves to illustrate this methodology. The traditional discounted cash flow (DCF) method is frequently ill-suited to the dynamic and uncertain nature of long-term real estate projects, particularly in regard to the ability to adapt to market fluctuations. In order to address these limitations, this study employs a multi-real-option model with a binomial lattice framework, thereby facilitating flexible decision-making in various investment stages. The analysis demonstrates that the STO-based project financing (STO-PF) model offers enhanced financial performance and strategic advantages in comparison to the conventional DCF approach. Furthermore, the STO-PF model has the effect of increasing liquidity, expanding investment accessibility, and improving risk management through the utilization of digital platforms. By quantifying the project’s extended net present value (ENPV), the integration of STOs with real-options models can facilitate optimal investment decisions in the context of a high level of market volatility. Consequently, the STO-PF model is determined to yield a project value (E) of USD 7.34 million and a real-options value (ROV) of USD 3.69 million. This is markedly higher than the net present value (NPV) of USD 3.65 million derived from the traditional project finance (PF) model. Furthermore, the put option for the second investment stage contributes USD 16.45 million to the overall value of the project, thereby demonstrating the flexibility and strategic advantages of the STO framework in comparison to static NPV analysis. The Aspen project serves as a case study, demonstrating the financial viability of phased investments in dynamic market conditions. It contributes to the theoretical understanding of STO-based financing and provides practical insights for developers seeking flexible and innovative financing solutions in the real estate sector. Further research is required to confirm the applicability of STOs in diverse market environments and regulatory contexts. Additionally, in-depth research is necessary to integrate emerging technologies, such as artificial intelligence and machine learning, into multi-real-option-based financial platforms. This integration aims to enhance financial modeling and decision-making processes, as well as to facilitate the integration of digital technologies in this field. Only then can the development and implementation of smart construction development advance.",,This research received no external funding.,Buildings,,,,2025-01-13,2025,2025-01-13,,15,2,216,All OA; Gold,Article,"Park, Jung Kyu; Lee, Jun Bok; Ahn, Young Mee; Yoo, Ga Young","Park, Jung Kyu (Department of Architectural Engineering, Kyung Hee University, Yongin 17104, Republic of Korea;, gainor888@khu.ac.kr); Lee, Jun Bok (Department of Architectural Engineering, Kyung Hee University, Yongin 17104, Republic of Korea;, gainor888@khu.ac.kr); Ahn, Young Mee (Department of Environmental Science & Environmental Engineering, Kyung Hee University, Yongin 17104, Republic of Korea;, ymahn0503@khu.ac.kr, (Y.M.A.);, gayoo@khu.ac.kr, (G.Y.Y.)); Yoo, Ga Young (Department of Environmental Science & Environmental Engineering, Kyung Hee University, Yongin 17104, Republic of Korea;, ymahn0503@khu.ac.kr, (Y.M.A.);, gayoo@khu.ac.kr, (G.Y.Y.))","Lee, Jun Bok (Kyung Hee University)","Park, Jung Kyu (Kyung Hee University); Lee, Jun Bok (Kyung Hee University); Ahn, Young Mee (Kyung Hee University); Yoo, Ga Young (Kyung Hee University)",0,0,,,https://doi.org/10.3390/buildings15020216,https://app.dimensions.ai/details/publication/pub.1184409843,33 Built Environment and Design; 3301 Architecture; 3302 Building; 40 Engineering; 4005 Civil Engineering,
1208,pub.1134992974,10.1201/9781003133391-6,,,Advanced Security Using Blockchain and Distributed Ledger Technology,"Blockchain technology was started to launch a new technological revolution to store digital transactions through the internet, verify authenticity and licensing, and provide the highest degree of security and encryption. This technology is built on top of a peer-to-peer fully distributed network, all maintained and verified by everyone (i.e., no existence of a single trusted authority). That is the essence of ingenuity in the invention. This technology is a radical solution to the problem of trust in the digital world. Starting with cryptocurrencies, blockchain implementation has been extended for possible use in many industries, such as voting, health records, digital copyright, real estate, the Internet of Things, and so on. Blockchain has the potential to change our lives for the better, just as the internet has for the past 20 years. Blockchain offers improved resilience against hacking, as well as encryption, scalability, auditing, and most important, transparency, which satisfies the CIA triad (confidentiality, integrity, and availability). It will serve as the pathway for innovations and inventions in the world of the internet. In this chapter, we review what the blockchain is, its popular types, how it might contribute to the cybersecurity world, and its likely future trends.",,,,Blockchain Technology for Data Privacy Management,"Sudhir Kumar Sharma, Bharat Bhushan, Aditya Khamparia, Parma Nand Astya, Narayan C. Debnath",,2021-02-17,2021,2021-02-17,,,,109-131,Closed,Chapter,"Al-Rawy, M.; Elci, A.","Al-Rawy, M. (IkubINFO, Tirana, Albania); Elci, A. (Hasan Kalyoncu University)",,"Al-Rawy, M. (IkubINFO, Tirana, Albania); Elci, A. (Hasan Kalyoncu University)",1,1,,0.3,,https://app.dimensions.ai/details/publication/pub.1134992974,46 Information and Computing Sciences; 4604 Cybersecurity and Privacy; 4606 Distributed Computing and Systems Software,
1177,pub.1135381956,10.48550/arxiv.2102.04326,,,"We might walk together, but I run faster: Network Fairness and Scalability in Blockchains","Blockchain-based Distributed Ledgers (DLs) promise to transform the existing
financial system by making it truly democratic. In the past decade, blockchain
technology has seen many novel applications ranging from the banking industry
to real estate. However, in order to be adopted universally, blockchain systems
must be scalable to support a high volume of transactions. As we increase the
throughput of the DL system, the underlying peer-to-peer network might face
multiple levels of challenges to keep up with the requirements. Due to varying
network capacities, the slower nodes would be at a relative disadvantage
compared to the faster ones, which could negatively impact their revenue. In
order to quantify their relative advantage or disadvantage, we introduce two
measures of network fairness, $p_f$, the probability of frontrunning and
$\alpha_f$, the publishing fairness. We show that as we scale the blockchain,
both these measures deteriorate, implying that the slower nodes face a
disadvantage at higher throughputs. It results in the faster nodes getting more
than their fair share of the reward while the slower nodes (slow in terms of
network quality) get less. Thus, fairness and scalability in blockchain systems
do not go hand in hand.
  In a setting with rational miners, lack of fairness causes miners to deviate
from the ""longest chain rule"" or undercut, which would reduce the blockchain's
resilience against byzantine adversaries. Hence, fairness is not only a
desirable property for a blockchain system but also essential for the security
of the blockchain and any scalable blockchain protocol proposed must ensure
fairness.",,,arXiv,,,,2021-02-08,2021,,,,,,All OA; Green,Preprint,"Jain, Anurag; Siddiqui, Shoeb; Gujar, Sujit","Jain, Anurag (); Siddiqui, Shoeb (); Gujar, Sujit ()",,"Jain, Anurag (); Siddiqui, Shoeb (); Gujar, Sujit ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1135381956,46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,
1170,pub.1149591504,10.1002/cepa.1678,,,Innovative Fassaden – Bedeutung von Kompatibilität und Interoperabilität,"Abstract Der Green‐Deal setzt die europäische Bau‐ und Immobilienwirtschaft unter Handlungsdruck. Zusätzliche Komplexität werden plötzliche Störungen wie die Corona‐Pandemie erzeugen. Nicht zuletzt die digitale Transformation zwingt uns zu deutlich kürzeren Innovationszyklen. Letztendlich müssen unsere Gebäude resilient und kreislauffähig werden. Dabei sind die gebaute Umwelt, das einzelne Gebäude sowie die Fassade jeweils als komplexes System – mit Komponenten völlig unterschiedlicher Alterung und Lebensdauer – zu betrachten. Vor diesem Hintergrund spielen Beziehungen zwischen Komponenten, insbesondere die Kompatibilität und Interoperabilität, eine erfolgsentscheidende Rolle. Welche Anforderungen resultieren daraus für innovative Fassaden?  Innovative facades – importance of compatibility and interoperability. The Green Deal puts pressure on the European construction and real estate industry to act. Additional complexity will be created by sudden disruptions such as the Corona pandemic. Last but not least, the digital transformation will force us to significantly shorter innovation cycles. Ultimately, our buildings must become resilient and circular. In this context, the built environment, the individual building and the facade must each be considered as a complex system – with components of completely different ageing and lifetimes. Against this background, relationships between components, especially compatibility and interoperability, play a decisive role in success. What are the requirements for innovative facades?",,,Ce/Papers,,,,2022-02,2022,2022-07-19,2022-02,5,1,338-351,Closed,Article,"Heusler, Winfried; Kadija, Ksenija","Heusler, Winfried (Schüco International KG, Karolinenstraße 1–15, 33609, Bielefeld, Deutschland; TH OWL, Detmolder Schule für Architektur und Innenarchitektur, Emilienstraße 45, 32756, Detmold, Deutschland); Kadija, Ksenija (Schüco International KG, Karolinenstraße 1–15, 33609, Bielefeld, Deutschland)","Heusler, Winfried (Schüco International KG, Karolinenstraße 1–15, 33609, Bielefeld, Deutschland; Ostwestfalen-Lippe University of Applied Sciences and Arts)","Heusler, Winfried (Schüco International KG, Karolinenstraße 1–15, 33609, Bielefeld, Deutschland; Ostwestfalen-Lippe University of Applied Sciences and Arts); Kadija, Ksenija (Schüco International KG, Karolinenstraße 1–15, 33609, Bielefeld, Deutschland)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1149591504,,
1159,pub.1171492421,10.3390/economies12050112,,,Investigating the Effects of the COVID-19 Pandemic on Stock Volatility in Sub-Saharan Africa: Analysis Using Explainable Artificial Intelligence,"This study examines the impact of the COVID-19 pandemic on sector volatility in sub-Saharan Africa by drawing evidence from two large and two small stock exchanges in the region. The analysis included stock-specific data, COVID-19 metrics, and macroeconomic indicators from January 2019 to July 2022. This study employs generalized autoregressive conditional heteroskedasticity (GARCH) models to estimate volatility and Explainable Artificial Intelligence (XAI) in the form of SHapley Additive exPlanations (SHAP) to identify significant factors driving stock volatility during the pandemic. The findings reveal significant volatility increases at the onset of the pandemic, with government stringency measures leading to increased volatility in larger exchanges, while the introduction of vaccination programs helped to reduce volatility. Weaker macroeconomic fundamentals impact volatility in smaller exchanges. The healthcare sector has emerged as the most resilient, while non-essential sectors, such as consumer discretionary, materials, and real estate, face greater vulnerability, especially in smaller exchanges. The research findings reveal that the heightened stock market volatility observed was mainly a result of the government’s actions to combat the spread of the pandemic, rather than its outbreak. We recommend that governments introduce sound policies to balance public health measures and economic stability, and that investors diversify their investments to reduce the impact of pandemics.",,This research received no external funding.,Economies,,,,2024-05-08,2024,2024-05-08,,12,5,112,All OA; Gold,Article,"Ncube, Mbongiseni; Sibanda, Mabutho; Matenda, Frank Ranganai","Ncube, Mbongiseni (School of Accounting, Economics and Finance, University of KwaZulu-Natal, Westville Campus, Durban 4041, South Africa); Sibanda, Mabutho (School of Accounting, Economics and Finance, University of KwaZulu-Natal, Westville Campus, Durban 4041, South Africa); Matenda, Frank Ranganai (School of Accounting, Economics and Finance, University of KwaZulu-Natal, Westville Campus, Durban 4041, South Africa)","Ncube, Mbongiseni (University of KwaZulu-Natal)","Ncube, Mbongiseni (University of KwaZulu-Natal); Sibanda, Mabutho (University of KwaZulu-Natal); Matenda, Frank Ranganai (University of KwaZulu-Natal)",3,3,,,https://www.mdpi.com/2227-7099/12/5/112/pdf?version=1715172805,https://app.dimensions.ai/details/publication/pub.1171492421,38 Economics; 3801 Applied Economics,
1155,pub.1168650094,10.30541/v62i4493-520,,,Revisiting Urban Immovable Property Valuation: An Appraisal of Spatial Heterogeneities in Punjab Using Big Data,"This study employed big data and spatial analysis to assess property values in two cities, Lahore and Faisalabad. Traditional housing price models overlook spatial nuances, focusing solely on structural attributes. To address this, we constructed valuation models using ordinary least square regression and Fast Geographic Weighted Regression (FastGWR), implemented through Python and MPI, based on spatial variables. The models explained up to 75 percent of variance in Faisalabad and around 85 percent in Lahore. Factors like floor area, proximity of health facilities, recreational sites, and marketplaces add a premium to prices, while the nearness of educational institutions, worship places, and solid waste transfer stations or dumping sites lessen the property values in both cities. However, the proximity of industrial units and graveyards affects property values negatively in Lahore but positively in Faisalabad. This study highlights the critical significance of spatial factors in urban immovable property appraisal. As a result, it is recommended to integrate these factors into the process of policy formulation and urban planning.
 1. INTRODUCTION
 Pakistan’s real estate market emerges as a potential economic powerhouse, with a substantial portion of the nation’s wealth concentrated within its real estate assets, estimated at 60-70 percent. While the sector contributes around 2 percent to the GDP, the combined impact of housing and construction reaches nearly 9 percent. The value of Pakistan’s real estate sector, evaluated at approximately $700 billion by the Federal Board of Revenue, signifies its economic significance. Impressively, returns on investment can soar beyond 100 percent (Ouattara et al., 2018). However, this promising market is juxtaposed against a backdrop of challenges and disparities. Pakistan’s population, surpassing 225 million, expands annually at a 2.4 percent rate, characterised by an average household size of 6.5 (Pakistan Bureau of Statistics, 2019). With a yearly housing requirement of 700,000 units, merely half of this demand is met, leading to an alarming gap of roughly 10 million units (Rizvi, 2018). This housing shortage necessitates innovative strategies, particularly in the realm of low-cost housing schemes. The intricacies of property valuation further complicate the real estate landscape. Government land acquisitions relying on DC valuation tables often incite public protests due to perceived undervaluation (Sabir et al., 2017). The importance of precise valuation for equitable compensation is underscored by research (Malaitham et al., 2020). Notably, property valuation is not just pivotal for buyers and sellers; it resonates with stakeholders such as investors, banks, agents, and insurers. The geographical location holds substantial influence over a property’s price, further emphasising the necessity for accurate valuation (Mankad, 2021).
 In dynamically growing cities, the accurate prediction of urban land use evolution plays a pivotal role in fostering sustainable urban planning (Liang et al., 2018) such as Lahore and Faisalabad in Pakistan. Notably, vast untapped potential resides within public properties, including Government Officers Residences (GORs) and railway lands, representing latent avenues for wealth creation. Leveraging these assets effectively can substantially contribute to economic prosperity. The implications of this study extend to policymakers, offering insights to navigate the intricate domains of housing and urban development. A robust housing market stands as a linchpin of a resilient economy; however, Pakistan’s housing sector faces an intricate array of challenges. Urbanisation and migration galvanise demand within urban centers, an issue compounded by insufficient supply catalysed by diverse factors. Shortcomings in land usage, planning, and property rights impede progress, while inadequate revenue collection from property taxes curtails infrastructure financing. The labyrinthine regulations further stall land development, exacerbating housing availability discrepancies, particularly pronounced in megacities like Karachi and Lahore. Notably, housing construction trails behind the meteoric pace of population expansion. Skyrocketing market conditions render housing unattainable for many, channeling them towards informal settlements (Dowall & Ellis, 2009; Haque, 2015; Wani et al., 2020; Yuen & Choi, 2012). The challenges are particularly pronounced within Punjab’s housing markets, accentuated in cities like Lahore and Faisalabad, grappling with deficits in affordable housing (Malik et al., 2020; Wajahat, 2012). A glaring obstacle lies in the hands of speculative investors who control 75 percent of residential plots, perpetuating this complex issue (Zaman & Baloch, 2011). This practice thrives on secure real estate investments and tax loopholes, compounding the predicament. Although plot prices surge significantly (Gul et al., 2018), official valuations lag behind, generating volatility in Pakistan’s property prices. The repercussions of such fluctuations extend to the public, shouldering the burden of investor gains. Despite intermittent housing policies, the issue remains inadequately addressed, emphasising the urgency of public sector interventions to stabilise spiraling prices (Ahmed et al., 2021).",,,Pakistan Development Review,,,,2023-11-29,2023,2023-11-29,,,,493-520,All OA; Hybrid,Article,"Khalid, Shoaib; Zameer, Fariha","Khalid, Shoaib (); Zameer, Fariha ()",,"Khalid, Shoaib (); Zameer, Fariha ()",0,0,,0.0,http://thepdr.pk/index.php/pdr/article/download/3243/3812,https://app.dimensions.ai/details/publication/pub.1168650094,"35 Commerce, Management, Tourism and Services; 3504 Commercial Services; 38 Economics; 3801 Applied Economics; 44 Human Society; 4406 Human Geography",11 Sustainable Cities and Communities
